vegetation_id,block_id,hazard_condition,status,voltage,h_conductor,x_distance,pole_from,pole_to,longitude,latitude,las_id,F3d_clearance,vegetation_height,floc_id,circuit_name,flight_date
0548300822,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.49,10.09,456032S,1971607E,-116.91159,33.89591702,Dysart-GEO1-20210408,2.88,24.36,ED-05483,DYSART,20210408
0548300823,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.88,46.04,4467344E,4332295E,-116.9063734,33.90556426,Dysart-GEO1-20210408,2.89,56.17,ED-05483,DYSART,20210408
0548300824,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.66,25.48,456034S,2152039E,-116.9152718,33.89619707,Dysart-GEO1-20210408,2.89,34.37,ED-05483,DYSART,20210408
0548300825,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.3,15.35,2069938E,2033685E,-116.9161216,33.89335875,Dysart-GEO1-20210408,2.89,32.8,ED-05483,DYSART,20210408
0548300826,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.46,38.49,2033686E,2069938E,-116.9160667,33.89323629,Dysart-GEO1-20210408,2.94,49.28,ED-05483,DYSART,20210408
0548300827,,Fall,Fall-in > 0 ft and < 10 ft,12KV,26.03,3.8,4679691E,2312203E,-116.905491,33.89986039,Dysart-GEO1-20210408,2.97,23.15,ED-05483,DYSART,20210408
0548300828,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.68,24.56,456036S,2033685E,-116.9161766,33.8938324,Dysart-GEO1-20210408,2.98,40.95,ED-05483,DYSART,20210408
0548300829,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.93,22.62,1971605E,1971604E,-116.9116615,33.89384464,Dysart-GEO1-20210408,2.99,40.84,ED-05483,DYSART,20210408
0548300830,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.51,9.11,2138069E,2138070E,-116.9114393,33.90528304,Dysart-GEO1-20210408,3.05,33.58,ED-05483,DYSART,20210408
0548300831,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.11,27.11,4467344E,4467343E,-116.9062973,33.9060213,Dysart-GEO1-20210408,3.06,38.49,ED-05483,DYSART,20210408
0548300832,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.28,27.3,4467344E,4332295E,-116.9063561,33.90489539,Dysart-GEO1-20210408,3.07,43.62,ED-05483,DYSART,20210408
0548300833,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.17,42.56,4467344E,4467343E,-116.9063503,33.90629173,Dysart-GEO1-20210408,3.09,49.04,ED-05483,DYSART,20210408
0548300834,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.65,8.08,2210859E,4211049E,-116.928827,33.91254077,Dysart-GEO1-20210408,3.1,32.39,ED-05483,DYSART,20210408
0548300835,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.98,5.02,4679690E,2312207E,-116.9100312,33.89984153,Dysart-GEO1-20210408,3.1,22.96,ED-05483,DYSART,20210408
0548300836,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.22,11.97,2210839E,2210838E,-116.9184119,33.90359652,Dysart-GEO1-20210408,3.13,31.78,ED-05483,DYSART,20210408
0548300837,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.91,25.57,2138065E,2138064E,-116.9093383,33.90690447,Dysart-GEO1-20210408,3.14,41.34,ED-05483,DYSART,20210408
0548300838,,Fall,Fall-in > 0 ft and < 10 ft,12KV,27.81,34.12,4656756E,4016234E,-116.923117,33.90000362,Dysart-GEO1-20210408,3.18,40.05,ED-05483,DYSART,20210408
0548300839,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.29,4.6,4679691E,2312203E,-116.9058326,33.89985723,Dysart-GEO1-20210408,3.18,27.21,ED-05483,DYSART,20210408
0548300840,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.34,21.9,2210853E,2210852E,-116.9254528,33.90850801,Dysart-GEO1-20210408,3.18,28.52,ED-05483,DYSART,20210408
0548300841,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.01,45.89,4467344E,4332295E,-116.9063994,33.90515996,Dysart-GEO1-20210408,3.21,53.83,ED-05483,DYSART,20210408
0548300842,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.75,32.54,1806208E,1806207E,-116.9132443,33.90039519,Dysart-GEO1-20210408,3.23,44.38,ED-05483,DYSART,20210408
0548300843,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.33,8.5,2210848E,2210849E,-116.924922,33.9063134,Dysart-GEO1-20210408,3.24,26.67,ED-05483,DYSART,20210408
0548300844,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.16,10.4,456032S,1971607E,-116.9115911,33.89587285,Dysart-GEO1-20210408,3.24,23.74,ED-05483,DYSART,20210408
0548300845,,Fall,Fall-in > 0 ft and < 10 ft,12KV,27.56,5.19,2210850E,2210849E,-116.9249329,33.90728979,Dysart-GEO1-20210408,3.26,23.05,ED-05483,DYSART,20210408
0548300846,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.08,5.66,2210848E,2210849E,-116.9249242,33.90671184,Dysart-GEO1-20210408,3.28,24.54,ED-05483,DYSART,20210408
0548300847,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.47,11.77,2210843E,2210870E,-116.9233961,33.90360828,Dysart-GEO1-20210408,3.31,28.75,ED-05483,DYSART,20210408
0548300848,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.72,31.99,456034S,2152039E,-116.9154664,33.89621419,Dysart-GEO1-20210408,3.34,39.23,ED-05483,DYSART,20210408
0548300849,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.04,20.28,2326320E,2326319E,-116.9020738,33.89982872,Dysart-GEO1-20210408,3.34,36.04,ED-05483,DYSART,20210408
0548300850,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.6,10.13,2312202E,2326320E,-116.9036707,33.89985212,Dysart-GEO1-20210408,3.4,29.24,ED-05483,DYSART,20210408
0548300851,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.43,10.54,2210839E,2210838E,-116.9186924,33.90359247,Dysart-GEO1-20210408,3.41,28.27,ED-05483,DYSART,20210408
0548300852,,Fall,Fall-in > 0 ft and < 10 ft,12KV,38.33,15.13,2210843E,2210844E,-116.9239323,33.90362081,Dysart-GEO1-20210408,3.41,38.19,ED-05483,DYSART,20210408
0548300853,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.86,8.19,2210841E,2210842E,-116.9214409,33.90358786,Dysart-GEO1-20210408,3.46,28.78,ED-05483,DYSART,20210408
0548300854,,Fall,Fall-in > 0 ft and < 10 ft,12KV,39.21,16.07,2033686E,2069938E,-116.9162169,33.89280991,Dysart-GEO1-20210408,3.47,38.75,ED-05483,DYSART,20210408
0548300855,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.44,12.56,4467344E,4467343E,-116.9062492,33.90599967,Dysart-GEO1-20210408,3.48,31.14,ED-05483,DYSART,20210408
0548300856,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.79,19.85,1971605E,4331302E,-116.911643,33.89420941,Dysart-GEO1-20210408,3.49,36.29,ED-05483,DYSART,20210408
0548300857,,Fall,Fall-in > 0 ft and < 10 ft,12KV,38.19,33.86,1806208E,1806207E,-116.9132298,33.90009997,Dysart-GEO1-20210408,3.49,44.78,ED-05483,DYSART,20210408
0548300858,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.08,8.64,2210846E,2210845E,-116.9248447,33.90390177,Dysart-GEO1-20210408,3.5,30.79,ED-05483,DYSART,20210408
0548300859,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.87,24.46,2190239E,2190240E,-116.9094036,33.9089572,Dysart-GEO1-20210408,3.51,35.86,ED-05483,DYSART,20210408
0548300860,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.05,43.08,2210850E,2210849E,-116.9250616,33.9075485,Dysart-GEO1-20210408,3.52,50.07,ED-05483,DYSART,20210408
0548300861,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.44,35.06,1806208E,1806209E,-116.9132789,33.90082306,Dysart-GEO1-20210408,3.53,44.66,ED-05483,DYSART,20210408
0548300862,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.97,20.88,2138065E,2138066E,-116.9095632,33.90691826,Dysart-GEO1-20210408,3.53,34.67,ED-05483,DYSART,20210408
0548300863,,Fall,Fall-in > 0 ft and < 10 ft,12KV,41.66,43.33,2138064E,2138063E,-116.9078059,33.90685872,Dysart-GEO1-20210408,3.53,59.89,ED-05483,DYSART,20210408
0548300864,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.92,17.88,2033686E,2069938E,-116.9163364,33.89294197,Dysart-GEO1-20210408,3.55,35.3,ED-05483,DYSART,20210408
0548300865,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.49,6.9,2210848E,2210849E,-116.9249155,33.90626968,Dysart-GEO1-20210408,3.56,27.48,ED-05483,DYSART,20210408
0548300866,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.44,16.75,2210843E,2210870E,-116.9231588,33.90362044,Dysart-GEO1-20210408,3.59,33.31,ED-05483,DYSART,20210408
0548300867,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.73,39.55,4467344E,4332295E,-116.9061129,33.90479984,Dysart-GEO1-20210408,3.59,48.42,ED-05483,DYSART,20210408
0548300868,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.28,32.25,2069938E,2033685E,-116.9160498,33.89344484,Dysart-GEO1-20210408,3.6,44.17,ED-05483,DYSART,20210408
0548300869,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.97,10.01,2210848E,2210849E,-116.9249393,33.90673888,Dysart-GEO1-20210408,3.62,26.07,ED-05483,DYSART,20210408
0548300870,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.64,17.69,4016233E,4016232E,-116.9212393,33.89994545,Dysart-GEO1-20210408,3.63,37.03,ED-05483,DYSART,20210408
0548300871,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.56,24.18,2138065E,2138066E,-116.9095059,33.90690925,Dysart-GEO1-20210408,3.67,36.8,ED-05483,DYSART,20210408
0548300872,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.98,8.32,2312210E,1806207E,-116.9129311,33.89983974,Dysart-GEO1-20210408,3.69,27.59,ED-05483,DYSART,20210408
0548300873,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.67,3.19,2210846E,2210845E,-116.9248247,33.90404555,Dysart-GEO1-20210408,3.72,25.44,ED-05483,DYSART,20210408
0548300874,,Fall,Fall-in > 0 ft and < 10 ft,12KV,41.69,34.01,2138064E,2138063E,-116.9077837,33.90688441,Dysart-GEO1-20210408,3.74,52.97,ED-05483,DYSART,20210408
0548300875,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.14,43.16,2138067E,2138066E,-116.9107109,33.90711893,Dysart-GEO1-20210408,3.76,51.25,ED-05483,DYSART,20210408
0548300876,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.63,17.15,456032S,1971607E,-116.9116132,33.89594497,Dysart-GEO1-20210408,3.77,26.06,ED-05483,DYSART,20210408
0548300877,,Fall,Fall-in > 0 ft and < 10 ft,12KV,42.91,28.74,2138068E,2138069E,-116.9113547,33.90665202,Dysart-GEO1-20210408,3.77,48.45,ED-05483,DYSART,20210408
0548300878,,Fall,Fall-in > 0 ft and < 10 ft,12KV,26.14,25.33,4467341E,2138063E,-116.9069674,33.90690745,Dysart-GEO1-20210408,3.8,31.89,ED-05483,DYSART,20210408
0548300879,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.76,24.57,4467344E,4467343E,-116.9062876,33.90581442,Dysart-GEO1-20210408,3.82,40.58,ED-05483,DYSART,20210408
0548300880,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.15,12.17,4467344E,4332295E,-116.9062902,33.90512886,Dysart-GEO1-20210408,3.83,30.47,ED-05483,DYSART,20210408
0548300881,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.27,9.48,4467341E,2138063E,-116.9072934,33.90695297,Dysart-GEO1-20210408,3.86,30.81,ED-05483,DYSART,20210408
0548300882,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.15,35.84,2210852E,2210850E,-116.9251144,33.90820774,Dysart-GEO1-20210408,3.89,45.29,ED-05483,DYSART,20210408
0548300883,,Fall,Fall-in > 0 ft and < 10 ft,12KV,27.69,34.98,2162114E,2138069E,-116.9120047,33.90565525,Dysart-GEO1-20210408,3.89,40.52,ED-05483,DYSART,20210408
0548300884,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.07,3.27,4679691E,2312203E,-116.905717,33.89986129,Dysart-GEO1-20210408,3.91,23.96,ED-05483,DYSART,20210408
0548300885,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.47,11.77,2210839E,2210838E,-116.918973,33.90359562,Dysart-GEO1-20210408,3.91,30.83,ED-05483,DYSART,20210408
0548300886,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.08,17.71,1806208E,1806207E,-116.9131644,33.89990796,Dysart-GEO1-20210408,3.91,36.35,ED-05483,DYSART,20210408
0548300887,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.44,5.45,2312205E,2312206E,-116.9076459,33.89984673,Dysart-GEO1-20210408,3.92,22.3,ED-05483,DYSART,20210408
0548300888,,Grow,Non Compliance < 4ft,12KV,27.09,3.54,2312205E,2312206E,-116.9078735,33.89985124,Dysart-GEO1-20210408,3.92,25.32,ED-05483,DYSART,20210408
0548300889,,Fall,Fall-in > 0 ft and < 10 ft,12KV,24.88,30.38,4467341E,2138063E,-116.9068755,33.90689303,Dysart-GEO1-20210408,3.95,34.1,ED-05483,DYSART,20210408
0548300890,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.35,42.63,4467342E,4467343E,-116.906352,33.90639448,Dysart-GEO1-20210408,3.95,48.87,ED-05483,DYSART,20210408
0548300891,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32,5.91,2210847E,2210848E,-116.9248908,33.90581977,Dysart-GEO1-20210408,3.96,28.24,ED-05483,DYSART,20210408
0548300892,,Fall,Fall-in > 0 ft and < 10 ft,12KV,38.69,18.97,1971605E,4331302E,-116.9116473,33.89396196,Dysart-GEO1-20210408,3.97,39.15,ED-05483,DYSART,20210408
0548300893,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.82,31.41,2033686E,2069938E,-116.9161542,33.89287391,Dysart-GEO1-20210408,3.99,45.22,ED-05483,DYSART,20210408
0548300894,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.99,41.42,2210853E,2210852E,-116.9254031,33.90841426,Dysart-GEO1-20210408,4,42.73,ED-05483,DYSART,20210408
0548300895,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.69,41,2138069E,2138070E,-116.9113279,33.9056035,Dysart-GEO1-20210408,4.01,50.3,ED-05483,DYSART,20210408
0548300896,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.86,37.18,1971605E,1971604E,-116.9117156,33.89351561,Dysart-GEO1-20210408,4.02,46.54,ED-05483,DYSART,20210408
0548300897,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.27,32.11,4421715E,4421714E,-116.9052075,33.89833267,Dysart-GEO1-20210408,4.02,37.03,ED-05483,DYSART,20210408
0548300898,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.68,28.15,4467344E,4467343E,-116.9063016,33.90614525,Dysart-GEO1-20210408,4.02,37.12,ED-05483,DYSART,20210408
0548300899,,Fall,Fall-in > 0 ft and < 10 ft,12KV,27.74,13.6,4115087E,NO #,-116.929117,33.91781664,Dysart-GEO1-20210408,4.03,26.79,ED-05483,DYSART,20210408
0548300900,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.98,36.81,2210852E,2210850E,-116.9250949,33.90801754,Dysart-GEO1-20210408,4.04,40.4,ED-05483,DYSART,20210408
0548300901,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.6,38.44,2162199E,2162198E,-116.9225161,33.89607855,Dysart-GEO1-20210408,4.05,51.89,ED-05483,DYSART,20210408
0548300902,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.13,7.59,2210847E,4708858E,-116.9248514,33.90486402,Dysart-GEO1-20210408,4.06,32.92,ED-05483,DYSART,20210408
0548300903,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.42,26.01,2162104E,2260725E,-116.9205011,33.89608573,Dysart-GEO1-20210408,4.09,37.9,ED-05483,DYSART,20210408
0548300904,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.77,4.08,2210852E,2210850E,-116.9249733,33.90790666,Dysart-GEO1-20210408,4.1,25.58,ED-05483,DYSART,20210408
0548300905,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.66,17.76,1971605E,4331302E,-116.9116376,33.89415307,Dysart-GEO1-20210408,4.11,35.26,ED-05483,DYSART,20210408
0548300906,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.71,40.72,2210853E,2210852E,-116.925195,33.90829707,Dysart-GEO1-20210408,4.14,49.4,ED-05483,DYSART,20210408
0548300907,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.71,13.12,4488056E,4488055E,-116.9136374,33.90695853,Dysart-GEO1-20210408,4.15,35.78,ED-05483,DYSART,20210408
0548300908,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.46,4.17,2312205E,2312206E,-116.9074216,33.89985078,Dysart-GEO1-20210408,4.15,26.72,ED-05483,DYSART,20210408
0548300909,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.11,19.16,456034S,456033S,-116.9142754,33.89605591,Dysart-GEO1-20210408,4.16,28.75,ED-05483,DYSART,20210408
0548300910,,Fall,Fall-in > 0 ft and < 10 ft,12KV,27.54,20.35,2162114E,2138069E,-116.9118371,33.90582788,Dysart-GEO1-20210408,4.16,30.46,ED-05483,DYSART,20210408
0548300911,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.37,41.69,2162114E,2138069E,-116.9121961,33.90589594,Dysart-GEO1-20210408,4.18,47.76,ED-05483,DYSART,20210408
0548300912,,Fall,Fall-in > 0 ft and < 10 ft,12KV,23.47,12.63,GT98958,4016232E,-116.9208239,33.89992961,Dysart-GEO1-20210408,4.2,21.29,ED-05483,DYSART,20210408
0548300913,,Fall,Fall-in > 0 ft and < 10 ft,12KV,38.54,10.61,4467344E,4332295E,-116.9063113,33.90474981,Dysart-GEO1-20210408,4.2,35.17,ED-05483,DYSART,20210408
0548300914,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.34,21.29,4115087E,NO #,-116.9291624,33.91786667,Dysart-GEO1-20210408,4.21,27.96,ED-05483,DYSART,20210408
0548300915,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.01,17.54,4421714E,4421713E,-116.9050191,33.89902552,Dysart-GEO1-20210408,4.21,37.57,ED-05483,DYSART,20210408
0548300916,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.94,5.91,2210850E,2210849E,-116.9249313,33.90694003,Dysart-GEO1-20210408,4.21,30.14,ED-05483,DYSART,20210408
0548300917,,Fall,Fall-in > 0 ft and < 10 ft,12KV,26.58,5.36,4679691E,2312203E,-116.9053673,33.89985633,Dysart-GEO1-20210408,4.22,22.62,ED-05483,DYSART,20210408
0548300918,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.05,35.81,2138069E,2138070E,-116.9113441,33.90565668,Dysart-GEO1-20210408,4.23,47.47,ED-05483,DYSART,20210408
0548300919,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.55,11.29,2190240E,2190242E,-116.9095621,33.90978887,Dysart-GEO1-20210408,4.24,29.26,ED-05483,DYSART,20210408
0548300920,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.56,22.03,1971605E,4331302E,-116.9116478,33.89430587,Dysart-GEO1-20210408,4.24,36.05,ED-05483,DYSART,20210408
0548300921,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.39,10.02,2210847E,2210848E,-116.9248924,33.90562055,Dysart-GEO1-20210408,4.27,28.25,ED-05483,DYSART,20210408
0548300922,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.94,21.51,456032S,1806201E,-116.912302,33.8962085,Dysart-GEO1-20210408,4.3,33.75,ED-05483,DYSART,20210408
0548300923,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.61,39.75,2312209E,2312210E,-116.9122862,33.89974626,Dysart-GEO1-20210408,4.3,45.97,ED-05483,DYSART,20210408
0548300924,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.94,14.51,456034S,456033S,-116.9143386,33.8961722,Dysart-GEO1-20210408,4.31,28.67,ED-05483,DYSART,20210408
0548300925,,Fall,Fall-in > 0 ft and < 10 ft,12KV,39.51,25.2,4671712E,2033686E,-116.916189,33.89279855,Dysart-GEO1-20210408,4.31,43.05,ED-05483,DYSART,20210408
0548300926,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.44,15.56,2210870E,2210842E,-116.9228967,33.90361603,Dysart-GEO1-20210408,4.32,34.76,ED-05483,DYSART,20210408
0548300927,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.05,45.58,4467344E,4467343E,-116.9063611,33.90638954,Dysart-GEO1-20210408,4.32,51.23,ED-05483,DYSART,20210408
0548300928,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.45,41.57,2210852E,2210850E,-116.9250749,33.90771781,Dysart-GEO1-20210408,4.32,49.61,ED-05483,DYSART,20210408
0548300929,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.69,8.13,2210840E,2312487E,-116.920173,33.90360886,Dysart-GEO1-20210408,4.34,29.7,ED-05483,DYSART,20210408
0548300930,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.13,15.65,456034S,456033S,-116.913643,33.89618121,Dysart-GEO1-20210408,4.36,27.8,ED-05483,DYSART,20210408
0548300931,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.55,20.06,4467344E,4332295E,-116.9061664,33.90495579,Dysart-GEO1-20210408,4.36,33.03,ED-05483,DYSART,20210408
0548300932,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.74,15.98,1971605E,4331302E,-116.9116295,33.89423961,Dysart-GEO1-20210408,4.38,33.22,ED-05483,DYSART,20210408
0548300933,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.16,36.96,1971605E,1971604E,-116.9117161,33.89345657,Dysart-GEO1-20210408,4.38,46.3,ED-05483,DYSART,20210408
0548300934,,Fall,Fall-in > 0 ft and < 10 ft,12KV,30.24,23.33,456032S,1806201E,-116.912635,33.89606111,Dysart-GEO1-20210408,4.42,33.46,ED-05483,DYSART,20210408
0548300935,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.65,15.39,2210843E,2210844E,-116.9245518,33.90363208,Dysart-GEO1-20210408,4.42,34.63,ED-05483,DYSART,20210408
0548300936,,Fall,Fall-in > 0 ft and < 10 ft,12KV,38.69,7.33,4467344E,4332295E,-116.9062978,33.90478767,Dysart-GEO1-20210408,4.42,34.69,ED-05483,DYSART,20210408
0548300937,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.27,24.92,1806213E,1806211E,-116.9136692,33.90237251,Dysart-GEO1-20210408,4.48,34.16,ED-05483,DYSART,20210408
0548300938,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.13,31.33,1806217E,10223,-116.917396,33.90248472,Dysart-GEO1-20210408,4.48,39.29,ED-05483,DYSART,20210408
0548300939,,Fall,Fall-in > 0 ft and < 10 ft,12KV,34.56,12.6,2326320E,2326319E,-116.9020517,33.89984991,Dysart-GEO1-20210408,4.5,31.57,ED-05483,DYSART,20210408
0548300940,,Fall,Fall-in > 0 ft and < 10 ft,12KV,28.09,13.47,456034S,456033S,-116.9136765,33.8961749,Dysart-GEO1-20210408,4.53,27.18,ED-05483,DYSART,20210408
0548300941,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.47,21.04,2210839E,2210838E,-116.9187114,33.90362131,Dysart-GEO1-20210408,4.53,32.5,ED-05483,DYSART,20210408
0548300942,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.34,18.96,1971605E,1971604E,-116.9116572,33.89343899,Dysart-GEO1-20210408,4.55,36.73,ED-05483,DYSART,20210408
0548300943,,Fall,Fall-in > 0 ft and < 10 ft,12KV,25.29,17.63,456032S,1971607E,-116.9116149,33.89589269,Dysart-GEO1-20210408,4.58,25.68,ED-05483,DYSART,20210408
0548300944,,Fall,Fall-in > 0 ft and < 10 ft,12KV,32.49,10.89,2210843E,2210870E,-116.9237512,33.90360783,Dysart-GEO1-20210408,4.59,29.99,ED-05483,DYSART,20210408
0548300945,,Grow,RCD: >= 4ft and <6ft,12KV,36.1,4.18,2138069E,2138070E,-116.911455,33.90530963,Dysart-GEO1-20210408,4.59,33.78,ED-05483,DYSART,20210408
0548300946,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.58,14.65,2210846E,4708858E,-116.9248664,33.90456553,Dysart-GEO1-20210408,4.6,37.87,ED-05483,DYSART,20210408
0548300947,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.9,27.91,1971605E,4331302E,-116.9116608,33.8946998,Dysart-GEO1-20210408,4.61,40.67,ED-05483,DYSART,20210408
0548300948,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.73,22.58,2312209E,2312210E,-116.9118457,33.89994007,Dysart-GEO1-20210408,4.61,38.05,ED-05483,DYSART,20210408
0548300949,,Fall,Fall-in > 0 ft and < 10 ft,12KV,29.97,25.82,2152040E,2152039E,-116.916408,33.89620203,Dysart-GEO1-20210408,4.62,35.22,ED-05483,DYSART,20210408
0548300950,,Fall,Fall-in > 0 ft and < 10 ft,12KV,33.23,13.89,2069938E,2033685E,-116.916086,33.89358456,Dysart-GEO1-20210408,4.64,33.03,ED-05483,DYSART,20210408
0548300951,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.56,13.14,4421714E,4421713E,-116.9050332,33.89946948,Dysart-GEO1-20210408,4.66,32.3,ED-05483,DYSART,20210408
0548300952,,Grow,RCD: >= 4ft and <6ft,12KV,26.04,3.8,4679691E,2312203E,-116.905491,33.89986039,Dysart-GEO1-20210408,4.66,23.15,ED-05483,DYSART,20210408
0548300953,,Grow,RCD: >= 4ft and <6ft,12KV,27.43,2.57,2162114E,2138069E,-116.9119593,33.90574314,Dysart-GEO1-20210408,4.68,23.54,ED-05483,DYSART,20210408
0548300954,,Fall,Fall-in > 0 ft and < 10 ft,12KV,35.21,27.64,2162199E,2162198E,-116.9225464,33.89610875,Dysart-GEO1-20210408,4.69,43.18,ED-05483,DYSART,20210408
0548300955,,Fall,Fall-in > 0 ft and < 10 ft,12KV,37.06,38.71,1806208E,1806207E,-116.9132368,33.89995799,Dysart-GEO1-20210408,4.69,48,ED-05483,DYSART,20210408
0548300956,,Fall,Fall-in > 0 ft and < 10 ft,12KV,23.52,25.74,GT98958,4016232E,-116.9208299,33.89996567,Dysart-GEO1-20210408,4.69,28.7,ED-05483,DYSART,20210408
0548300957,,Grow,RCD: >= 4ft and <6ft,12KV,30.73,4.67,2210841E,2210842E,-116.9216744,33.9035802,Dysart-GEO1-20210408,4.71,31.74,ED-05483,DYSART,20210408
0548300958,,Fall,Fall-in > 0 ft and < 10 ft,12KV,31.59,16.94,1806213E,1806211E,-116.9136973,33.90239549,Dysart-GEO1-20210408,4.73,29.71,ED-05483,DYSART,20210408
0548300959,,Fall,Fall-in > 0 ft and < 10 ft,12KV,36.9,17.24,4467344E,4332295E,-116.9063448,33.90458709,Dysart-GEO1-20210408,4.76,36.1,ED-05483,DYSART,20210408
