vegetation_id,block_id,hazard_condition,status,voltage,h_conductor,x_distance,pole_from,pole_to,longitude,latitude,las_id,F3d_clearance,vegetation_height,floc_id,circuit_name,flight_date
0548300484,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.25,22.31,2069938E,2033685E,-116.9161146,33.89326996,Dysart-GEO1-20210408,-5,44.15,ED-05483,DYSART,20210408
0548300485,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,25.12,37.15,4467341E,2138063E,-116.9068247,33.9068741,Dysart-GEO1-20210408,-4.98,48.15,ED-05483,DYSART,20210408
0548300486,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.66,33.36,2210853E,2210852E,-116.9251577,33.90830023,Dysart-GEO1-20210408,-4.96,53.3,ED-05483,DYSART,20210408
0548300487,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,25.47,11.46,4467341E,2138063E,-116.9067782,33.90694441,Dysart-GEO1-20210408,-4.95,31.58,ED-05483,DYSART,20210408
0548300488,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.22,40.12,2033686E,2069938E,-116.9161234,33.89288383,Dysart-GEO1-20210408,-4.93,60.36,ED-05483,DYSART,20210408
0548300489,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.71,40.1,4679691E,2312205E,-116.9069922,33.89975367,Dysart-GEO1-20210408,-4.92,56.31,ED-05483,DYSART,20210408
0548300490,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.52,24.9,1806204E,1806205E,-116.9129235,33.89864509,Dysart-GEO1-20210408,-4.88,46.28,ED-05483,DYSART,20210408
0548300491,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,28.86,14.15,2190240E,2190242E,-116.909448,33.90970323,Dysart-GEO1-20210408,-4.78,35.95,ED-05483,DYSART,20210408
0548300492,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.43,37.9,2210843E,2210870E,-116.9236961,33.90368174,Dysart-GEO1-20210408,-4.75,54.29,ED-05483,DYSART,20210408
0548300493,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.74,41.42,4467344E,4332295E,-116.906421,33.90463712,Dysart-GEO1-20210408,-4.74,59.98,ED-05483,DYSART,20210408
0548300494,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.93,34.31,2210841E,2210842E,-116.9219738,33.90366404,Dysart-GEO1-20210408,-4.74,57.08,ED-05483,DYSART,20210408
0548300495,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.89,18.81,2138065E,2138064E,-116.9094151,33.90692295,Dysart-GEO1-20210408,-4.71,43.89,ED-05483,DYSART,20210408
0548300496,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.87,19.71,2210853E,2210852E,-116.9252723,33.90841156,Dysart-GEO1-20210408,-4.69,42.23,ED-05483,DYSART,20210408
0548300497,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.45,23.63,2210863E,4211049E,-116.9290156,33.91299534,Dysart-GEO1-20210408,-4.65,44.07,ED-05483,DYSART,20210408
0548300498,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,38.15,34.24,2210843E,2210844E,-116.9239453,33.90367355,Dysart-GEO1-20210408,-4.63,56.13,ED-05483,DYSART,20210408
0548300499,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.87,28.38,2293466E,2293465E,-116.9082896,33.90509006,Dysart-GEO1-20210408,-4.63,50.82,ED-05483,DYSART,20210408
0548300500,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.61,13.24,2210852E,2210850E,-116.9250155,33.90800582,Dysart-GEO1-20210408,-4.51,36.56,ED-05483,DYSART,20210408
0548300501,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.02,26.39,2210852E,2210850E,-116.9250306,33.90776739,Dysart-GEO1-20210408,-4.5,51.22,ED-05483,DYSART,20210408
0548300502,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.82,31.42,2210863E,4211049E,-116.9289908,33.91301472,Dysart-GEO1-20210408,-4.45,48.72,ED-05483,DYSART,20210408
0548300503,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.74,14.84,456034S,2152039E,-116.9147778,33.89617047,Dysart-GEO1-20210408,-4.44,38.47,ED-05483,DYSART,20210408
0548300504,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.7,26.69,1806208E,1806207E,-116.9132114,33.9001829,Dysart-GEO1-20210408,-4.4,47.87,ED-05483,DYSART,20210408
0548300505,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.22,27.45,4467344E,4467343E,-116.9063011,33.90636069,Dysart-GEO1-20210408,-4.38,46.01,ED-05483,DYSART,20210408
0548300506,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.58,41.44,4467341E,2138063E,-116.9065301,33.90711343,Dysart-GEO1-20210408,-4.38,56.95,ED-05483,DYSART,20210408
0548300507,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,25.43,12.97,4467344E,4332295E,-116.9062805,33.90531456,Dysart-GEO1-20210408,-4.28,32.63,ED-05483,DYSART,20210408
0548300508,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.86,11.57,4467341E,2138063E,-116.9064647,33.90694215,Dysart-GEO1-20210408,-4.26,35.95,ED-05483,DYSART,20210408
0548300509,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.09,34.14,2190240E,2190242E,-116.9096367,33.90972937,Dysart-GEO1-20210408,-4.22,53.91,ED-05483,DYSART,20210408
0548300510,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.02,28.24,1806208E,1806209E,-116.9132595,33.90087625,Dysart-GEO1-20210408,-4.15,47.07,ED-05483,DYSART,20210408
0548300511,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,28.29,32.33,4467344E,4332295E,-116.9063313,33.90551603,Dysart-GEO1-20210408,-4.14,51.99,ED-05483,DYSART,20210408
0548300512,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.18,25.22,1806208E,1806207E,-116.9132189,33.90037581,Dysart-GEO1-20210408,-4.12,46.98,ED-05483,DYSART,20210408
0548300513,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.7,42.33,2210843E,2210844E,-116.9239647,33.90369608,Dysart-GEO1-20210408,-4.11,61.55,ED-05483,DYSART,20210408
0548300514,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.28,25.07,2210840E,2210839E,-116.9200341,33.90362847,Dysart-GEO1-20210408,-4.07,48.11,ED-05483,DYSART,20210408
0548300515,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.96,33.23,2138065E,2138064E,-116.9094513,33.90688329,Dysart-GEO1-20210408,-4.07,49.97,ED-05483,DYSART,20210408
0548300516,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.97,22.28,1971605E,4331302E,-116.9116478,33.89434508,Dysart-GEO1-20210408,-4.06,44.36,ED-05483,DYSART,20210408
0548300517,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.74,11.52,4467341E,2138063E,-116.9071009,33.90694621,Dysart-GEO1-20210408,-4.05,33.1,ED-05483,DYSART,20210408
0548300518,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,26.56,33.69,4467344E,4332295E,-116.9063502,33.90529428,Dysart-GEO1-20210408,-3.98,47.18,ED-05483,DYSART,20210408
0548300519,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.46,18.18,4467344E,4467343E,-116.9062681,33.90605826,Dysart-GEO1-20210408,-3.97,40.18,ED-05483,DYSART,20210408
0548300520,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.83,28.87,4467342E,4467343E,-116.9063034,33.9069056,Dysart-GEO1-20210408,-3.94,45.07,ED-05483,DYSART,20210408
0548300521,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.28,22.09,2069938E,2033685E,-116.9160827,33.8934498,Dysart-GEO1-20210408,-3.89,44.65,ED-05483,DYSART,20210408
0548300522,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.52,28.42,2162199E,2162198E,-116.9225123,33.89610604,Dysart-GEO1-20210408,-3.85,52.46,ED-05483,DYSART,20210408
0548300523,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,41.95,31.16,2138064E,2138063E,-116.9078259,33.90689207,Dysart-GEO1-20210408,-3.8,57.55,ED-05483,DYSART,20210408
0548300524,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.73,18.3,2138065E,2138064E,-116.9094664,33.9069243,Dysart-GEO1-20210408,-3.77,42.99,ED-05483,DYSART,20210408
0548300525,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.34,32.53,4467344E,4467343E,-116.9063173,33.9063003,Dysart-GEO1-20210408,-3.74,48.09,ED-05483,DYSART,20210408
0548300526,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.57,23.16,2033686E,2069938E,-116.9161223,33.8932097,Dysart-GEO1-20210408,-3.64,44.16,ED-05483,DYSART,20210408
0548300527,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.32,37.31,4467341E,2138063E,-116.9063912,33.90687094,Dysart-GEO1-20210408,-3.63,52.25,ED-05483,DYSART,20210408
0548300528,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.72,21.66,2033687E,2033688E,-116.916614,33.89141393,Dysart-GEO1-20210408,-3.6,44.02,ED-05483,DYSART,20210408
0548300529,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.85,19.62,1971605E,1971604E,-116.9116583,33.89348902,Dysart-GEO1-20210408,-3.45,44.73,ED-05483,DYSART,20210408
0548300530,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.77,40.8,2210870E,2210842E,-116.9219831,33.90368138,Dysart-GEO1-20210408,-3.39,60.55,ED-05483,DYSART,20210408
0548300531,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.94,35.35,1806208E,1806207E,-116.9132481,33.90031046,Dysart-GEO1-20210408,-3.36,52.38,ED-05483,DYSART,20210408
0548300532,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.48,35.96,2210852E,2210850E,-116.9250885,33.90798689,Dysart-GEO1-20210408,-3.34,47.56,ED-05483,DYSART,20210408
0548300533,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.53,36.22,2210843E,2210870E,-116.9236301,33.90367679,Dysart-GEO1-20210408,-3.32,51.82,ED-05483,DYSART,20210408
0548300534,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.52,11.11,2162104E,2151950E,-116.9198215,33.89629596,Dysart-GEO1-20210408,-3.32,34.8,ED-05483,DYSART,20210408
0548300535,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.39,38.17,4467342E,4467343E,-116.9063342,33.90686729,Dysart-GEO1-20210408,-3.24,51.18,ED-05483,DYSART,20210408
0548300536,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.69,28.48,2210857E,2210856E,-116.9270543,33.91107235,Dysart-GEO1-20210408,-3.24,37.54,ED-05483,DYSART,20210408
0548300537,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.49,32.09,2033686E,2069938E,-116.9163866,33.89292619,Dysart-GEO1-20210408,-3.22,50.25,ED-05483,DYSART,20210408
0548300538,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.15,41.47,2033686E,2069938E,-116.9164147,33.89294332,Dysart-GEO1-20210408,-3.21,56.63,ED-05483,DYSART,20210408
0548300539,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,28.94,29.64,2162114E,2138069E,-116.9121317,33.90567328,Dysart-GEO1-20210408,-3.2,43.57,ED-05483,DYSART,20210408
0548300540,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33,26.48,4467342E,4467343E,-116.9062969,33.90665635,Dysart-GEO1-20210408,-3.16,43.79,ED-05483,DYSART,20210408
0548300541,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.15,12.87,4467344E,4467343E,-116.9062525,33.90629128,Dysart-GEO1-20210408,-3.06,36.19,ED-05483,DYSART,20210408
0548300542,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.17,26.75,2210863E,2210864E,-116.9290374,33.91381246,Dysart-GEO1-20210408,-3.06,45.5,ED-05483,DYSART,20210408
0548300543,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.81,19.46,4467342E,4467341E,-116.9062714,33.90693481,Dysart-GEO1-20210408,-3.05,40.08,ED-05483,DYSART,20210408
0548300544,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.4,18.19,2210843E,2210870E,-116.9234615,33.9036263,Dysart-GEO1-20210408,-2.99,37.55,ED-05483,DYSART,20210408
0548300545,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.13,14.27,4467344E,4332295E,-116.9062913,33.9052163,Dysart-GEO1-20210408,-2.92,36.49,ED-05483,DYSART,20210408
0548300546,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,24.48,37.39,4467344E,4332295E,-116.9063599,33.90533169,Dysart-GEO1-20210408,-2.92,48.65,ED-05483,DYSART,20210408
0548300547,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.51,30.31,456036S,2033685E,-116.9161231,33.89380671,Dysart-GEO1-20210408,-2.9,50.7,ED-05483,DYSART,20210408
0548300548,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.19,37.32,2210843E,2210844E,-116.9241723,33.90368572,Dysart-GEO1-20210408,-2.87,55.48,ED-05483,DYSART,20210408
0548300549,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.21,12.62,2190239E,2190240E,-116.9094382,33.90874806,Dysart-GEO1-20210408,-2.86,37.16,ED-05483,DYSART,20210408
0548300550,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.45,34.63,4467342E,4467343E,-116.9063239,33.90663066,Dysart-GEO1-20210408,-2.84,48.68,ED-05483,DYSART,20210408
0548300551,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.56,40.76,4467342E,4467343E,-116.9063455,33.90643459,Dysart-GEO1-20210408,-2.84,53.13,ED-05483,DYSART,20210408
0548300552,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.91,41.8,2210850E,2210849E,-116.9250519,33.90715142,Dysart-GEO1-20210408,-2.79,51.61,ED-05483,DYSART,20210408
0548300553,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.02,35.87,4467341E,2138063E,-116.9069863,33.90687861,Dysart-GEO1-20210408,-2.77,46.48,ED-05483,DYSART,20210408
0548300554,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.05,10.37,2210850E,2210849E,-116.9249475,33.90708651,Dysart-GEO1-20210408,-2.76,32.67,ED-05483,DYSART,20210408
0548300555,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.83,22.76,4467342E,4467343E,-116.906285,33.90660226,Dysart-GEO1-20210408,-2.73,40.94,ED-05483,DYSART,20210408
0548300556,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.82,21.29,2210858E,2210857E,-116.9280598,33.91202214,Dysart-GEO1-20210408,-2.72,36.81,ED-05483,DYSART,20210408
0548300557,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,28.39,35.57,2162114E,2138069E,-116.912062,33.90587565,Dysart-GEO1-20210408,-2.71,48.66,ED-05483,DYSART,20210408
0548300558,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.35,39.34,2293466E,2293465E,-116.9082485,33.9056742,Dysart-GEO1-20210408,-2.67,57.5,ED-05483,DYSART,20210408
0548300559,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.9,21.2,2210840E,2210839E,-116.9200746,33.90361765,Dysart-GEO1-20210408,-2.6,45.76,ED-05483,DYSART,20210408
0548300560,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.36,24.9,4467344E,4332295E,-116.9062967,33.90567559,Dysart-GEO1-20210408,-2.59,42.56,ED-05483,DYSART,20210408
0548300561,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.7,27.44,1806208E,1806207E,-116.9131973,33.89992148,Dysart-GEO1-20210408,-2.59,47.38,ED-05483,DYSART,20210408
0548300562,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.79,13.74,4467341E,2138063E,-116.9062717,33.90693494,Dysart-GEO1-20210408,-2.57,39.99,ED-05483,DYSART,20210408
0548300563,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.55,25.6,4467344E,4467343E,-116.9062935,33.90618221,Dysart-GEO1-20210408,-2.55,42.03,ED-05483,DYSART,20210408
0548300564,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.05,25.01,2210843E,2210844E,-116.9241458,33.90365146,Dysart-GEO1-20210408,-2.55,46.29,ED-05483,DYSART,20210408
0548300565,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.88,33.38,2210843E,2210870E,-116.9235728,33.90366867,Dysart-GEO1-20210408,-2.54,48.34,ED-05483,DYSART,20210408
0548300566,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.47,22.57,1971605E,4331302E,-116.9116435,33.89467275,Dysart-GEO1-20210408,-2.5,44.4,ED-05483,DYSART,20210408
0548300567,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.95,21.99,1971605E,4331302E,-116.9116462,33.89437708,Dysart-GEO1-20210408,-2.48,42.14,ED-05483,DYSART,20210408
0548300568,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.8,13.46,2210870E,2210842E,-116.9227145,33.90360972,Dysart-GEO1-20210408,-2.45,36.54,ED-05483,DYSART,20210408
0548300569,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.92,41.86,2293466E,2293465E,-116.908241,33.90596627,Dysart-GEO1-20210408,-2.44,57.6,ED-05483,DYSART,20210408
0548300570,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.93,27.45,1971605E,1971604E,-116.9116837,33.8935084,Dysart-GEO1-20210408,-2.42,47.01,ED-05483,DYSART,20210408
0548300571,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.55,18.33,4467342E,4467343E,-116.9062698,33.90668249,Dysart-GEO1-20210408,-2.4,40.07,ED-05483,DYSART,20210408
0548300572,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,28.69,12.73,2210858E,2210857E,-116.9279149,33.91187655,Dysart-GEO1-20210408,-2.39,31.07,ED-05483,DYSART,20210408
0548300573,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.82,35.42,1806208E,1806207E,-116.9130027,33.90058495,Dysart-GEO1-20210408,-2.38,55.94,ED-05483,DYSART,20210408
0548300574,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,39.42,15.09,4671712E,2033686E,-116.9162225,33.892799,Dysart-GEO1-20210408,-2.38,44.85,ED-05483,DYSART,20210408
0548300575,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.61,23.07,4421715E,4421714E,-116.9049956,33.89824298,Dysart-GEO1-20210408,-2.37,44.23,ED-05483,DYSART,20210408
0548300576,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.23,40.8,2210852E,2210850E,-116.9250625,33.90763487,Dysart-GEO1-20210408,-2.37,54.17,ED-05483,DYSART,20210408
0548300577,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.42,8.73,2162114E,2138069E,-116.9118858,33.90579723,Dysart-GEO1-20210408,-2.37,31.35,ED-05483,DYSART,20210408
0548300578,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.71,15.29,4467342E,4467343E,-116.9062585,33.90692408,Dysart-GEO1-20210408,-2.34,37.52,ED-05483,DYSART,20210408
0548300579,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,37.12,19.38,1806217E,1806216E,-116.9172848,33.90251392,Dysart-GEO1-20210408,-2.29,42.2,ED-05483,DYSART,20210408
0548300580,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.52,21.13,2162104E,2260725E,-116.9204719,33.8960988,Dysart-GEO1-20210408,-2.28,41.05,ED-05483,DYSART,20210408
0548300581,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.71,30,1806208E,1806209E,-116.9132703,33.90096414,Dysart-GEO1-20210408,-2.26,46.07,ED-05483,DYSART,20210408
0548300582,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.7,26.94,4421714E,4421713E,-116.9049878,33.8995416,Dysart-GEO1-20210408,-2.21,46.28,ED-05483,DYSART,20210408
0548300583,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.84,35.58,4467344E,4467343E,-116.9063281,33.90638638,Dysart-GEO1-20210408,-2.16,49.87,ED-05483,DYSART,20210408
0548300584,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34.29,13.44,1971605E,4331302E,-116.9116192,33.89432209,Dysart-GEO1-20210408,-2.09,38.32,ED-05483,DYSART,20210408
0548300585,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,33.87,8.46,2326320E,2326319E,-116.9020819,33.89986118,Dysart-GEO1-20210408,-2.08,36.54,ED-05483,DYSART,20210408
0548300586,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,45.74,30.11,2293466E,2293465E,-116.9082804,33.90537267,Dysart-GEO1-20210408,-2.07,58.42,ED-05483,DYSART,20210408
0548300587,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,45.7,18.85,2293466E,2293465E,-116.9083177,33.90535193,Dysart-GEO1-20210408,-2.06,53.05,ED-05483,DYSART,20210408
0548300588,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.76,28.92,2210843E,2210870E,-116.9233577,33.90365515,Dysart-GEO1-20210408,-2.04,43.84,ED-05483,DYSART,20210408
0548300589,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.58,32.76,2210843E,2210870E,-116.9239058,33.90366867,Dysart-GEO1-20210408,-2.03,51.05,ED-05483,DYSART,20210408
0548300590,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.95,16.73,1971605E,4331302E,-116.9116246,33.89464526,Dysart-GEO1-20210408,-1.98,40.48,ED-05483,DYSART,20210408
0548300591,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.04,20.78,2190240E,2190242E,-116.9094253,33.90964463,Dysart-GEO1-20210408,-1.96,34.96,ED-05483,DYSART,20210408
0548300592,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.78,16.76,2033686E,2069938E,-116.916191,33.89294107,Dysart-GEO1-20210408,-1.95,41.77,ED-05483,DYSART,20210408
0548300593,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.54,43.97,4467344E,4332295E,-116.9063902,33.90520278,Dysart-GEO1-20210408,-1.95,56.68,ED-05483,DYSART,20210408
0548300594,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.48,14.69,4467342E,4467343E,-116.9062585,33.90658423,Dysart-GEO1-20210408,-1.92,36.34,ED-05483,DYSART,20210408
0548300595,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.91,30.74,2210857E,2210856E,-116.9272614,33.91134278,Dysart-GEO1-20210408,-1.91,36.22,ED-05483,DYSART,20210408
0548300596,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,35.02,25.21,1806204E,4438162E,-116.9128835,33.89800442,Dysart-GEO1-20210408,-1.9,45.7,ED-05483,DYSART,20210408
0548300597,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.67,12.19,2210839E,2210838E,-116.9187276,33.90359697,Dysart-GEO1-20210408,-1.88,34.54,ED-05483,DYSART,20210408
0548300598,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,38.29,25.93,4467344E,4332295E,-116.9063643,33.904716,Dysart-GEO1-20210408,-1.85,47.6,ED-05483,DYSART,20210408
0548300599,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.71,16.12,2293466E,2293465E,-116.9083302,33.90508285,Dysart-GEO1-20210408,-1.84,38.07,ED-05483,DYSART,20210408
0548300600,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,30.23,34.4,2138070E,GT124509,-116.9113567,33.90503025,Dysart-GEO1-20210408,-1.81,41.88,ED-05483,DYSART,20210408
0548300601,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.64,16.24,2210843E,2210870E,-116.9235334,33.90362135,Dysart-GEO1-20210408,-1.81,35.87,ED-05483,DYSART,20210408
0548300602,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.77,13.34,2162114E,2138069E,-116.9117312,33.90570753,Dysart-GEO1-20210408,-1.67,32.21,ED-05483,DYSART,20210408
0548300603,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.47,11.5,4421715E,4421714E,-116.9050334,33.89820106,Dysart-GEO1-20210408,-1.63,40.91,ED-05483,DYSART,20210408
0548300604,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.48,14.1,2210843E,2210844E,-116.9240242,33.90361946,Dysart-GEO1-20210408,-1.63,41.12,ED-05483,DYSART,20210408
0548300605,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.56,41.77,4467341E,2138063E,-116.9066928,33.90711523,Dysart-GEO1-20210408,-1.63,52.7,ED-05483,DYSART,20210408
0548300606,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,27.9,16.18,4467341E,2138063E,-116.9071306,33.90693359,Dysart-GEO1-20210408,-1.6,32.26,ED-05483,DYSART,20210408
0548300607,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,29.57,34.02,2210850E,2210849E,-116.9250292,33.90737813,Dysart-GEO1-20210408,-1.59,43.83,ED-05483,DYSART,20210408
0548300608,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,32.24,29.99,2069938E,2033685E,-116.916086,33.89328664,Dysart-GEO1-20210408,-1.55,46.52,ED-05483,DYSART,20210408
0548300609,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,34,19.59,2210840E,2210841E,-116.9206665,33.90361418,Dysart-GEO1-20210408,-1.54,41.7,ED-05483,DYSART,20210408
0548300610,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,38.96,34.65,4016233E,4016234E,-116.9226713,33.90000202,Dysart-GEO1-20210408,-1.53,53.85,ED-05483,DYSART,20210408
0548300611,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.11,11.75,2210840E,2210839E,-116.9192578,33.90359511,Dysart-GEO1-20210408,-1.51,40.26,ED-05483,DYSART,20210408
0548300612,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,39.09,39.98,2033688E,2033689E,-116.9166704,33.89107226,Dysart-GEO1-20210408,-1.47,50.15,ED-05483,DYSART,20210408
0548300613,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,31.21,25.17,4467344E,4467343E,-116.9062914,33.90608485,Dysart-GEO1-20210408,-1.45,41.28,ED-05483,DYSART,20210408
0548300614,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,26.06,42.18,4467341E,2138063E,-116.9067279,33.90685967,Dysart-GEO1-20210408,-1.42,49.17,ED-05483,DYSART,20210408
0548300615,,Fall,Fall-in <= 0 ft and greater than -20 ft,12KV,36.7,29.37,1806208E,1806207E,-116.9132054,33.89994943,Dysart-GEO1-20210408,-1.4,47.78,ED-05483,DYSART,20210408
